Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
FTZMGV4V,Laptop,Clothing,Product_Q654M,238.76,69,3,11x16x17 cm,2023-07-30,2026-01-01,EVHCDZ,"9KR,10A",Blue/Medium,2
U3HUFPCZ,Smartphone,Electronics,Product_69QNF,251.42,84,3,14x13x5 cm,2023-07-30,2026-01-01,DHEXBJ,"HRX,KF1",Blue/Medium,4
U4WV9Z5Z,Laptop,Electronics,Product_XK85S,445.02,46,1,5x9x17 cm,2023-01-01,2024-01-01,USFKPI,"ZUF,PHZ",Blue/Medium,2
6JR3UUK1,Smartphone,Electronics,Product_L8PUH,405.5,46,2,8x17x7 cm,2023-01-01,2025-01-01,24K0G3,"BH9,ZFS",Green/Large,1
PK65Z9SP,Headphones,Clothing,Product_KRSM2,496.85,70,3,5x19x13 cm,2023-07-30,2026-01-01,N8YH7B,"UT1,P8G",Blue/Medium,2
J1E0QHSU,Smartphone,Clothing,Product_GI2LA,417.51,50,1,7x15x17 cm,2023-01-01,2025-01-01,SPWDXH,"0IA,KXN",Blue/Medium,1
HZPC6M8X,Smartphone,Electronics,Product_BS8XK,90.08,67,2,15x16x17 cm,2023-01-01,2025-01-01,GQUQUM,"29S,3YD",Red/Small,1
XC5A28Q6,Laptop,Clothing,Product_HXIYG,140.52,10,1,12x16x15 cm,2023-01-01,2026-01-01,1GR65P,"8H7,DHG",Green/Large,2
DK4VVW94,Smartphone,Clothing,Product_6V99L,447.65,97,3,13x5x14 cm,2023-07-30,2025-01-01,BDAIIN,"DM3,8AC",Blue/Medium,2
3U26J1AB,Laptop,Clothing,Product_5AWDI,134.84,24,1,11x5x8 cm,2023-03-15,2024-01-01,I337PF,"2MT,QZK",Red/Small,4
ZODD5QPW,Headphones,Clothing,Product_X2CBW,211.42,41,3,6x5x16 cm,2023-03-15,2025-01-01,FTAAEC,"K7F,OUK",Blue/Medium,2
ZGE9ETE3,Laptop,Electronics,Product_4JMEJ,481.24,70,2,14x5x16 cm,2023-03-15,2025-01-01,CGD0GX,"G24,3SK",Blue/Medium,5
ZQYBIGQD,Headphones,Electronics,Product_VKHV9,408.89,54,1,19x8x9 cm,2023-01-01,2026-01-01,FNNQRZ,"0LJ,56B",Green/Large,5
55NC1XOH,Monitor,Electronics,Product_KJGFC,125.7,12,1,12x14x8 cm,2023-03-15,2025-01-01,S3FUDY,"PTP,995",Red/Small,3
W1BXL2R3,Headphones,Electronics,Product_70EAJ,175.27,54,2,9x7x13 cm,2023-07-30,2026-01-01,BWTZ4W,"X0B,W53",Blue/Medium,2
EN2Q4B7K,Headphones,Home Appliances,Product_162SE,243.28,94,2,9x8x7 cm,2023-07-30,2025-01-01,PU0TJI,"I5C,EIH",Red/Small,2
GHEKEPN2,Smartphone,Clothing,Product_ZAD6J,429.28,57,2,12x8x15 cm,2023-07-30,2025-01-01,8FOUJ2,"74C,SDY",Red/Small,4
GMQU0MBT,Laptop,Clothing,Product_11FHE,70.18,10,3,8x18x7 cm,2023-03-15,2026-01-01,7X1Z02,"1CU,ZE5",Green/Large,5
HKTUT6Z6,Monitor,Clothing,Product_SC0W6,210.85,80,3,14x8x13 cm,2023-01-01,2026-01-01,WFDVML,"J9O,9YQ",Green/Large,4
HLGJ66XW,Monitor,Clothing,Product_L8OAB,201.27,74,2,14x5x5 cm,2023-03-15,2025-01-01,8R9M7P,"KI1,KHB",Blue/Medium,5
EGGNE38C,Laptop,Home Appliances,Product_0YLY1,104.94,38,3,11x14x20 cm,2023-07-30,2026-01-01,DTHJ5C,"9MW,X6D",Blue/Medium,2
T47Y1OUO,Laptop,Home Appliances,Product_ZOFO7,364.9,16,1,8x6x9 cm,2023-01-01,2026-01-01,FHF4YH,"U0Z,3QM",Red/Small,4
3EOQV0AS,Smartphone,Clothing,Product_O93VI,492.13,53,2,7x9x14 cm,2023-07-30,2024-01-01,B67HCJ,"EGO,ONY",Blue/Medium,1
0C040YHS,Smartphone,Electronics,Product_233B3,320.75,7,3,14x14x18 cm,2023-03-15,2026-01-01,V2YEP4,"54C,HD8",Blue/Medium,4
K8PUG1UH,Laptop,Clothing,Product_UYIGV,177.91,19,1,15x15x8 cm,2023-07-30,2026-01-01,LQYZWZ,"LG5,WM4",Red/Small,5
WKSTHA98,Monitor,Clothing,Product_E05EB,277.66,42,2,8x20x15 cm,2023-07-30,2025-01-01,CQ4DRU,"TX1,FAB",Red/Small,2
L82N9NGY,Smartphone,Clothing,Product_YARA6,305.28,58,3,6x20x13 cm,2023-01-01,2024-01-01,KSOCYG,"YCS,0Z6",Red/Small,5
PUB5WJW6,Smartphone,Home Appliances,Product_CT1U2,307.36,92,1,12x16x16 cm,2023-07-30,2026-01-01,0HEDFJ,"8BJ,I5V",Blue/Medium,2
X79PPB2U,Laptop,Clothing,Product_OJ9DA,219.26,61,3,14x19x17 cm,2023-07-30,2026-01-01,ZDU798,"UQT,O77",Blue/Medium,5
EHT66RER,Laptop,Electronics,Product_Y5UX6,107.29,6,1,19x17x8 cm,2023-03-15,2024-01-01,ZNEULH,"46E,Z52",Blue/Medium,5
M5YSNA7H,Laptop,Home Appliances,Product_TCKXI,141.33,49,2,9x8x11 cm,2023-01-01,2025-01-01,B1S30U,"T5P,ILT",Green/Large,5
55O0CO08,Smartphone,Clothing,Product_R2JNP,30.94,35,2,7x19x8 cm,2023-01-01,2026-01-01,F8ISR5,"ROP,9OJ",Green/Large,1
17VZTGOW,Monitor,Home Appliances,Product_CN2CF,319.21,11,2,11x17x9 cm,2023-03-15,2025-01-01,6ZJPJD,"QDC,7EV",Green/Large,2
MPH85G6N,Smartphone,Clothing,Product_31RRN,244.11,5,2,17x8x18 cm,2023-01-01,2026-01-01,YEWA3B,"I4Q,Z4R",Green/Large,2
HL9QNZY3,Headphones,Electronics,Product_JJHAX,260.31,76,3,12x6x11 cm,2023-03-15,2025-01-01,RVQGLM,"NPP,QR6",Blue/Medium,3
BMELGMK4,Smartphone,Home Appliances,Product_9K2RX,422.46,15,3,20x17x18 cm,2023-07-30,2026-01-01,KY6BX1,"3TG,WXU",Green/Large,1
YA7ZJ8XV,Monitor,Home Appliances,Product_6RWJX,428.43,52,2,9x12x7 cm,2023-07-30,2026-01-01,704NRN,"OHV,OZJ",Red/Small,3
PF2QFLWC,Headphones,Clothing,Product_3V2MT,250.81,9,1,17x16x12 cm,2023-07-30,2024-01-01,TU7XD3,"JUP,TN0",Blue/Medium,3
AIENS7UP,Monitor,Home Appliances,Product_IA2QT,67.09,24,2,5x6x12 cm,2023-07-30,2025-01-01,JY0ZF9,"528,SED",Red/Small,5
84JUSW5Y,Laptop,Clothing,Product_PZVGB,63.46,77,3,18x6x20 cm,2023-07-30,2025-01-01,5HYHSA,"854,DRD",Green/Large,5
EI0EW4ZR,Laptop,Clothing,Product_2OHWE,58.51,11,2,20x11x16 cm,2023-01-01,2026-01-01,FZ4EX5,"5AO,4KT",Blue/Medium,2
RTLCLV2P,Laptop,Home Appliances,Product_W0EO5,301.61,71,1,18x7x7 cm,2023-01-01,2025-01-01,BSS2B3,"JCW,AYY",Blue/Medium,3
5SOUR7RA,Laptop,Clothing,Product_9S3W4,107.41,36,2,12x14x16 cm,2023-07-30,2025-01-01,GSEMMJ,"TY2,H96",Red/Small,3
3QQA2RPW,Monitor,Clothing,Product_QYZJ9,123.29,30,1,11x8x9 cm,2023-07-30,2024-01-01,DBVQGF,"BO9,JJ0",Red/Small,2
7AOZJ892,Laptop,Clothing,Product_KH2U7,122.58,99,2,8x15x19 cm,2023-07-30,2024-01-01,QNDMJ5,"0WH,G2I",Red/Small,5
AE50T0L1,Headphones,Home Appliances,Product_XWX1B,495.89,17,3,13x17x20 cm,2023-01-01,2026-01-01,C2ERIF,"OGM,IOV",Blue/Medium,4
0H1FWJVY,Monitor,Home Appliances,Product_LP40S,392.59,95,1,7x6x20 cm,2023-07-30,2025-01-01,1YA39E,"E0V,CTA",Red/Small,1
XDK9W9DS,Smartphone,Electronics,Product_R8UA0,21.48,86,3,17x13x20 cm,2023-01-01,2025-01-01,PNL412,"86F,NZU",Red/Small,4
TZMLK1K6,Smartphone,Home Appliances,Product_5EH0G,204.5,55,2,8x19x6 cm,2023-01-01,2026-01-01,IWQWFC,"PNO,MUY",Blue/Medium,5
9SA4O4CD,Laptop,Home Appliances,Product_3ZX8B,453.01,73,2,5x8x19 cm,2023-07-30,2024-01-01,89L6HL,"6DA,UZS",Green/Large,5
MAC7BM5S,Monitor,Electronics,Product_8OEB9,149.24,14,2,5x17x15 cm,2023-01-01,2025-01-01,ZYLH3S,"2T9,JAW",Blue/Medium,3
B2MN7AOM,Monitor,Electronics,Product_F3UKZ,55.7,56,1,20x7x16 cm,2023-03-15,2025-01-01,3O8X20,"2V2,ATD",Blue/Medium,4
9EOAHX6F,Laptop,Home Appliances,Product_THGF4,47.15,38,1,19x11x13 cm,2023-03-15,2025-01-01,M32367,"EA5,HTV",Green/Large,5
K2VMYIKU,Smartphone,Clothing,Product_GFMR2,174.18,98,1,16x14x12 cm,2023-07-30,2025-01-01,U15NI1,"72J,8WV",Red/Small,5
8L6AKZ88,Monitor,Home Appliances,Product_HLGGS,120.09,13,1,11x17x9 cm,2023-03-15,2026-01-01,9AUDF2,"C9X,3RM",Green/Large,2
YIVZXY25,Headphones,Clothing,Product_4SIZQ,295.37,40,1,12x14x14 cm,2023-01-01,2025-01-01,4KG5JT,"WFD,91I",Blue/Medium,2
SUGWO1JF,Headphones,Electronics,Product_UA0O3,277.36,96,1,19x13x16 cm,2023-07-30,2024-01-01,91DH9D,"ZTR,72J",Blue/Medium,5
RXLIG721,Smartphone,Home Appliances,Product_ALPD0,340.55,4,3,16x13x13 cm,2023-01-01,2025-01-01,OPWV0R,"A7N,518",Red/Small,2
PJYAANGT,Smartphone,Home Appliances,Product_7PH21,209.38,77,1,5x8x9 cm,2023-07-30,2026-01-01,UYA9JT,"1QJ,ZWD",Blue/Medium,5
TC716Q9J,Monitor,Home Appliances,Product_Y0U3U,472.19,18,3,9x16x6 cm,2023-07-30,2024-01-01,BQYLT9,"ML2,ZZQ",Red/Small,5
UKVBSJ26,Laptop,Clothing,Product_C5ZF7,120.73,35,3,8x6x18 cm,2023-03-15,2026-01-01,R7HKDH,"B52,6YL",Red/Small,3
9YF1LW0C,Monitor,Clothing,Product_TVF4S,422.62,16,2,19x10x20 cm,2023-07-30,2025-01-01,NMLZUT,"58Q,OEY",Red/Small,3
7SPGLJRC,Laptop,Electronics,Product_GZ5VY,192.25,87,3,5x19x15 cm,2023-01-01,2024-01-01,GEGUKI,"QPF,GUB",Red/Small,1
MH5URB9X,Laptop,Home Appliances,Product_OR7M5,114.77,50,3,10x10x14 cm,2023-03-15,2024-01-01,TLQUWN,"2YV,07H",Green/Large,5
AR0NSDYG,Laptop,Electronics,Product_Q5VU9,44.09,71,1,9x13x19 cm,2023-01-01,2024-01-01,EIFMY9,"3JH,6Q9",Blue/Medium,2
6T70L79T,Monitor,Home Appliances,Product_985IQ,233.03,47,3,17x18x12 cm,2023-01-01,2024-01-01,H2PNCS,"TCR,P53",Blue/Medium,4
4X9G2GZ3,Headphones,Home Appliances,Product_TRREE,93.56,14,3,5x16x12 cm,2023-07-30,2026-01-01,JLCAUE,"IJ4,DF5",Red/Small,3
YWXWG569,Headphones,Clothing,Product_F8VUW,405.38,8,1,7x7x19 cm,2023-07-30,2024-01-01,8FOYS8,"5WN,UB1",Red/Small,4
OBGWQBYA,Headphones,Electronics,Product_S2WXS,181.25,77,2,19x10x6 cm,2023-07-30,2024-01-01,MNCOIK,"IEA,OS3",Green/Large,3
5YPW9CZR,Smartphone,Clothing,Product_JKK9K,351.6,86,2,8x8x12 cm,2023-01-01,2025-01-01,V85Y7O,"6LU,EUB",Red/Small,1
51R63DNN,Headphones,Clothing,Product_SKWS5,324.31,38,2,19x20x8 cm,2023-07-30,2026-01-01,6MP98L,"WEF,LWO",Red/Small,1
0SPTERXH,Laptop,Clothing,Product_DZGIO,208.14,15,2,16x18x14 cm,2023-07-30,2025-01-01,L1GLS7,"FWN,YTO",Red/Small,2
CC4UVJ09,Smartphone,Clothing,Product_4BSE4,132.09,76,1,16x14x7 cm,2023-03-15,2026-01-01,G028VK,"DK7,JAY",Red/Small,4
41EZ24ZR,Headphones,Clothing,Product_ZCTKX,11.8,66,2,17x9x8 cm,2023-07-30,2026-01-01,QH3C3P,"S1I,YMM",Green/Large,2
30ZOZCIK,Headphones,Electronics,Product_9D9LU,413.04,11,3,10x11x14 cm,2023-07-30,2025-01-01,DIFCAU,"AJV,G92",Green/Large,5
A7OWD8JY,Headphones,Clothing,Product_E6GRF,261.64,35,1,12x18x16 cm,2023-07-30,2024-01-01,58IOI5,"Z0F,9JX",Green/Large,4
0BLCF16B,Headphones,Electronics,Product_LP8LZ,129.28,51,1,8x19x13 cm,2023-01-01,2025-01-01,4DI1VK,"27D,I4P",Blue/Medium,2
QB1GPJF4,Smartphone,Clothing,Product_SUC28,100.48,92,3,14x11x12 cm,2023-07-30,2026-01-01,6943KC,"61A,H8Y",Blue/Medium,2
7YZV38N5,Headphones,Clothing,Product_E6SHN,161.73,52,2,20x5x10 cm,2023-01-01,2024-01-01,FY1YCA,"A63,WT4",Blue/Medium,5
GHJ0VHK5,Headphones,Clothing,Product_9SW2V,239.6,92,2,18x15x17 cm,2023-03-15,2025-01-01,L2908M,"UQH,JXS",Green/Large,2
WOU0SLQ5,Monitor,Electronics,Product_IFCDQ,357.61,3,1,7x10x12 cm,2023-07-30,2026-01-01,MAISR3,"34B,1YH",Blue/Medium,1
K1COK9HA,Monitor,Electronics,Product_IY0AW,141.88,65,3,12x16x11 cm,2023-03-15,2025-01-01,EFQ0R4,"J5R,89F",Red/Small,3
F7F8PTO3,Monitor,Clothing,Product_R70OI,37.27,77,1,12x19x12 cm,2023-07-30,2025-01-01,33X37W,"TUS,2RU",Red/Small,4
ACW0ZVB9,Headphones,Clothing,Product_FP6DH,23.11,54,1,15x5x15 cm,2023-07-30,2024-01-01,9K4W6K,"IQ1,K8K",Blue/Medium,1
IZMJNBY1,Headphones,Clothing,Product_09B87,190.05,64,1,14x11x11 cm,2023-07-30,2025-01-01,RAVIL4,"MIH,D78",Green/Large,3
OKD3AH07,Monitor,Electronics,Product_DP8K5,34.5,57,3,18x13x12 cm,2023-01-01,2026-01-01,PPYK4X,"7HE,3P5",Blue/Medium,1
9ZD3RF2X,Headphones,Home Appliances,Product_8E6LU,470.41,70,2,16x14x9 cm,2023-01-01,2026-01-01,WSA51A,"ZDM,X8T",Blue/Medium,4
4C5YZZA9,Headphones,Home Appliances,Product_I2OD9,185.47,56,2,6x6x8 cm,2023-03-15,2026-01-01,2YGY09,"53T,8QV",Red/Small,3
QOKYFTJ1,Laptop,Electronics,Product_G7NJ3,54.54,73,2,16x15x13 cm,2023-03-15,2026-01-01,KPS021,"7OS,0AX",Red/Small,3
6APU9FEJ,Headphones,Electronics,Product_ZB22J,41.42,94,2,19x15x11 cm,2023-03-15,2025-01-01,XH1D7B,"961,WAG",Green/Large,3
SDVKEV53,Laptop,Home Appliances,Product_RBWD4,253.91,67,3,11x7x18 cm,2023-07-30,2024-01-01,ZDDVMV,"R97,ALB",Red/Small,1
0JZFXXVN,Monitor,Electronics,Product_10YLD,381.99,34,1,8x9x15 cm,2023-07-30,2024-01-01,5MTB98,"U0F,1R0",Green/Large,1
JHRTJKMP,Smartphone,Home Appliances,Product_MIBTN,356.67,26,2,15x17x13 cm,2023-01-01,2024-01-01,2RYLCH,"KHK,ZBE",Blue/Medium,3
N7WCQXN3,Smartphone,Electronics,Product_XHQUC,469.17,56,2,9x9x6 cm,2023-07-30,2025-01-01,YB81R1,"7ZK,NUQ",Red/Small,3
LQ5B5R5P,Monitor,Home Appliances,Product_9BK64,315.29,68,1,9x9x11 cm,2023-07-30,2024-01-01,5Y98QN,"KBR,U3R",Green/Large,4
DFZ5TTW2,Monitor,Clothing,Product_H4CFM,211.53,18,1,19x14x5 cm,2023-03-15,2026-01-01,I7EDJF,"TWB,DYW",Blue/Medium,2
WXWLG75M,Monitor,Electronics,Product_SX9WT,225.95,87,2,20x20x16 cm,2023-03-15,2025-01-01,XPNRT6,"FN2,5KJ",Blue/Medium,4
1EIDINAG,Monitor,Home Appliances,Product_5RYCG,74.0,97,1,18x16x17 cm,2023-01-01,2024-01-01,0I9SP1,"C15,ZCG",Green/Large,1
257KU4I0,Laptop,Electronics,Product_062J2,326.22,44,3,18x20x5 cm,2023-07-30,2024-01-01,FX4MEF,"UY7,R10",Blue/Medium,3
2BYC6U99,Smartphone,Home Appliances,Product_C55TY,21.88,100,3,17x18x5 cm,2023-01-01,2025-01-01,9WGY52,"QZ1,D71",Red/Small,3
XAYIWPRC,Headphones,Clothing,Product_5IVSV,40.3,99,1,19x17x12 cm,2023-01-01,2024-01-01,QGNOU2,"HN0,UAO",Blue/Medium,3
Q8MIUZ90,Smartphone,Electronics,Product_UULES,74.74,26,1,14x13x9 cm,2023-01-01,2024-01-01,5FDS7B,"BDL,HHI",Red/Small,1
VAO2L77F,Headphones,Home Appliances,Product_IIH5U,455.44,16,2,19x20x16 cm,2023-01-01,2026-01-01,BDHG0V,"4Q1,XF4",Blue/Medium,5
OWOGHG6D,Headphones,Electronics,Product_U80LM,23.46,3,2,8x8x19 cm,2023-01-01,2026-01-01,E4MOF8,"8B3,SQC",Green/Large,5
A2OB6IJ8,Headphones,Home Appliances,Product_CFCV2,120.94,90,3,19x5x13 cm,2023-03-15,2024-01-01,CEPN6Q,"3US,XT2",Red/Small,1
7FU74IMF,Laptop,Home Appliances,Product_ZHRCC,115.08,88,2,12x8x10 cm,2023-01-01,2024-01-01,ET3JEC,"ZGD,DU4",Green/Large,3
YEFEJ7FM,Smartphone,Home Appliances,Product_E6ASA,81.85,81,2,20x8x19 cm,2023-03-15,2024-01-01,W34ZQD,"MT2,A1K",Blue/Medium,3
1DJYSIVQ,Laptop,Home Appliances,Product_8ZIN3,425.7,46,3,8x10x8 cm,2023-07-30,2025-01-01,R6K0SP,"IEU,C3C",Green/Large,1
1CPR5ZHG,Laptop,Home Appliances,Product_LO3PP,231.27,85,3,5x7x14 cm,2023-07-30,2024-01-01,4ZJFGW,"H1M,30Q",Red/Small,1
37CUDYL4,Headphones,Clothing,Product_OPH14,459.88,37,2,18x16x16 cm,2023-07-30,2026-01-01,LA1R2J,"AJ1,PWS",Blue/Medium,1
SMHN4XUF,Headphones,Clothing,Product_UVMU1,128.71,77,1,20x16x16 cm,2023-03-15,2025-01-01,VSMRUK,"1TL,AYB",Green/Large,3
KJK2X5A2,Headphones,Clothing,Product_NOIFT,362.18,77,1,16x7x20 cm,2023-01-01,2026-01-01,0P2UMN,"8S6,0O0",Green/Large,1
KUG3VXCR,Headphones,Home Appliances,Product_VIL93,88.25,28,3,15x14x7 cm,2023-03-15,2025-01-01,GY2PGU,"ICQ,TO4",Green/Large,1
C6CHMX3O,Smartphone,Electronics,Product_AMC9Q,276.87,90,3,20x11x16 cm,2023-03-15,2026-01-01,OF0MZ2,"MPM,NHJ",Green/Large,1
22QM5EY3,Smartphone,Clothing,Product_WDXZX,282.41,21,2,16x6x18 cm,2023-07-30,2026-01-01,Q2FVJO,"UIO,YKM",Red/Small,4
ZQ6T89WA,Headphones,Home Appliances,Product_N8UXU,474.23,15,2,8x15x10 cm,2023-03-15,2024-01-01,9ZS763,"LJP,UQV",Blue/Medium,3
HXC09HT6,Monitor,Electronics,Product_LXJDK,323.16,60,1,17x6x11 cm,2023-07-30,2026-01-01,12YHS2,"4OA,BZW",Blue/Medium,3
MTGI58X2,Smartphone,Electronics,Product_MU7CS,244.15,93,1,16x13x16 cm,2023-03-15,2026-01-01,IHE9WU,"8CI,LZ6",Green/Large,4
TPQHDQVF,Monitor,Clothing,Product_W4X4D,92.12,50,3,16x12x7 cm,2023-01-01,2026-01-01,QMS6JG,"MHW,MVZ",Red/Small,5
0CNAKPYY,Monitor,Clothing,Product_WDR0T,290.18,15,2,5x13x18 cm,2023-01-01,2024-01-01,X47GUG,"CDF,JPA",Blue/Medium,1
8WT1X8FL,Smartphone,Electronics,Product_RNB6D,227.2,40,1,14x17x9 cm,2023-07-30,2024-01-01,L73B70,"HP2,085",Blue/Medium,1
SJ5MA1BC,Smartphone,Home Appliances,Product_O6AT0,479.37,67,2,20x7x17 cm,2023-01-01,2024-01-01,U9XJ1N,"DX4,V7E",Red/Small,5
KWCYEXXS,Smartphone,Electronics,Product_1CY5O,428.24,33,1,5x6x5 cm,2023-01-01,2025-01-01,EQDWNV,"62K,IS8",Red/Small,2
QGHSU5DQ,Headphones,Clothing,Product_FSEZ1,379.55,52,1,10x6x5 cm,2023-07-30,2025-01-01,QW08SZ,"6UN,K2R",Red/Small,1
FY7IU2H3,Laptop,Home Appliances,Product_CGKU3,130.59,70,1,12x10x13 cm,2023-01-01,2026-01-01,IR1T2D,"83H,KR8",Red/Small,2
XJL34U6X,Monitor,Clothing,Product_NYFY6,99.65,91,2,14x20x7 cm,2023-01-01,2024-01-01,B22GB1,"1HA,C66",Green/Large,3
9GG8K4NB,Smartphone,Clothing,Product_A8WK4,43.41,18,1,17x10x17 cm,2023-01-01,2026-01-01,5HW8G8,"5A8,XXL",Blue/Medium,1
K086EX4J,Laptop,Home Appliances,Product_V2J4V,340.8,53,3,11x9x16 cm,2023-01-01,2025-01-01,NO4M3X,"PL3,GLE",Green/Large,2
06LI05W3,Laptop,Electronics,Product_PZIW3,496.81,66,1,20x13x14 cm,2023-01-01,2024-01-01,UZ4GXC,"ZSR,RQW",Green/Large,3
5CSHK0HM,Laptop,Home Appliances,Product_QPYWZ,267.28,59,3,13x9x16 cm,2023-01-01,2024-01-01,7NY55X,"9L3,28H",Red/Small,1
OR4EMZ65,Monitor,Electronics,Product_B85K1,255.73,26,3,9x14x14 cm,2023-07-30,2024-01-01,7ON1YP,"JE4,PKW",Red/Small,4
09CE1HV4,Headphones,Electronics,Product_Y6B1K,46.11,70,1,20x19x5 cm,2023-03-15,2024-01-01,4IHYPQ,"JO1,RQT",Red/Small,2
74JHI8XZ,Headphones,Clothing,Product_LJ58T,372.43,55,1,20x17x14 cm,2023-07-30,2024-01-01,PZO01J,"LMU,KK2",Blue/Medium,2
LJNOLKJD,Headphones,Clothing,Product_A4HV9,269.28,27,2,7x15x6 cm,2023-03-15,2026-01-01,3A4TRF,"INE,AJ1",Red/Small,5
CF0PSPGV,Smartphone,Electronics,Product_J76RL,333.64,20,1,12x20x13 cm,2023-07-30,2025-01-01,48AU20,"N46,V0R",Green/Large,1
LVDQY5V4,Monitor,Home Appliances,Product_LC5TS,239.27,70,2,9x11x17 cm,2023-07-30,2026-01-01,CMA4F4,"NT9,H67",Red/Small,2
1W11YM84,Smartphone,Clothing,Product_BHUEL,212.28,55,3,6x17x6 cm,2023-01-01,2024-01-01,E5FO0A,"8QB,SUM",Green/Large,5
9WPD3EHE,Smartphone,Home Appliances,Product_QU7KG,277.33,65,2,13x7x16 cm,2023-01-01,2026-01-01,JM6Z79,"0KQ,EGS",Blue/Medium,5
FR2WJSU6,Laptop,Clothing,Product_F84RN,219.74,95,1,5x10x16 cm,2023-07-30,2025-01-01,K4VEBR,"G8Y,U4E",Blue/Medium,4
8521OWUC,Laptop,Electronics,Product_8GB5O,69.03,10,1,14x18x10 cm,2023-07-30,2025-01-01,J5X3I7,"WFE,API",Green/Large,3
L9TRURNC,Smartphone,Home Appliances,Product_9JUTW,108.13,14,3,14x15x5 cm,2023-03-15,2026-01-01,ZAIBM0,"8HY,UPL",Blue/Medium,2
LELLQ21Y,Smartphone,Home Appliances,Product_VL0CB,121.51,10,3,16x7x15 cm,2023-01-01,2025-01-01,A4UP7C,"AY4,B6E",Green/Large,4
DT9YBKT0,Smartphone,Electronics,Product_DUU0F,64.85,84,3,10x15x16 cm,2023-07-30,2025-01-01,5JXHPA,"6T8,PT0",Red/Small,5
1AHALNA8,Headphones,Home Appliances,Product_U37VJ,465.45,84,2,5x12x7 cm,2023-07-30,2024-01-01,HC9OHA,"9LJ,GIM",Blue/Medium,4
51J1KUYR,Laptop,Electronics,Product_UCYEF,119.68,1,3,13x12x9 cm,2023-07-30,2025-01-01,73R753,"CO2,BMO",Blue/Medium,4
LEY7GR03,Laptop,Home Appliances,Product_04DNJ,451.76,85,1,14x10x16 cm,2023-07-30,2024-01-01,VTPV76,"60N,ZTI",Blue/Medium,2
KOVADK4S,Laptop,Electronics,Product_U5X63,464.56,95,2,5x7x17 cm,2023-03-15,2024-01-01,B06WVQ,"8X9,YB1",Red/Small,3
AVI5W1VB,Headphones,Electronics,Product_QE4P1,49.45,87,1,5x8x6 cm,2023-03-15,2026-01-01,0EOSA6,"6Z5,1R6",Blue/Medium,2
HZNT9IPT,Smartphone,Clothing,Product_EZ1QQ,395.56,10,1,18x8x17 cm,2023-07-30,2024-01-01,LGLDDZ,"1OX,Y3S",Blue/Medium,4
OWVOTZ5I,Smartphone,Home Appliances,Product_V62VX,474.54,18,2,10x7x12 cm,2023-03-15,2024-01-01,MONX0I,"MTN,L99",Red/Small,5
4F9ZN6PT,Headphones,Clothing,Product_S6F10,47.63,13,2,5x8x18 cm,2023-07-30,2026-01-01,ZZNLZP,"PFU,HTO",Red/Small,2
WHD2DYZ1,Smartphone,Home Appliances,Product_H2TXD,25.8,80,3,16x5x9 cm,2023-01-01,2025-01-01,8NWIVP,"7JQ,5WI",Red/Small,5
2OJ3KOJV,Smartphone,Clothing,Product_JNH06,39.53,39,2,20x9x7 cm,2023-07-30,2026-01-01,TF71X0,"69Y,ZEM",Blue/Medium,3
O75Y4QA3,Smartphone,Home Appliances,Product_C3MXD,156.34,88,3,5x6x20 cm,2023-07-30,2024-01-01,PHBSB7,"B25,BOE",Red/Small,4
BCWKQY6V,Monitor,Home Appliances,Product_RV99L,62.37,100,2,20x15x7 cm,2023-01-01,2024-01-01,S6K0VC,"UAR,R93",Blue/Medium,3
LTZ6OY15,Smartphone,Home Appliances,Product_QHRA3,237.02,75,2,8x8x10 cm,2023-01-01,2024-01-01,99NRF8,"MEF,MWH",Red/Small,2
7IDX4PRA,Laptop,Home Appliances,Product_ZRJDP,348.81,86,3,9x12x11 cm,2023-01-01,2026-01-01,SS67YE,"JWN,W9R",Green/Large,1
BH1C6JXL,Monitor,Clothing,Product_ULIIN,237.73,21,2,10x17x17 cm,2023-01-01,2026-01-01,CPWO02,"1U1,VBJ",Red/Small,3
00V1G39P,Headphones,Electronics,Product_9NOFD,37.15,56,2,11x16x13 cm,2023-01-01,2026-01-01,XWO90U,"U6K,1FD",Blue/Medium,4
V44DID7S,Monitor,Clothing,Product_H3VM0,156.37,65,1,8x11x20 cm,2023-07-30,2026-01-01,GQ8EVV,"SCB,KCK",Green/Large,5
3J5545QE,Monitor,Home Appliances,Product_QTKVE,377.71,80,1,18x6x20 cm,2023-07-30,2026-01-01,F7MTB5,"1XR,KEN",Red/Small,3
9ZZIGKD1,Laptop,Clothing,Product_V6DFD,339.36,25,1,12x14x13 cm,2023-01-01,2024-01-01,9G35KT,"6JH,PHQ",Red/Small,4
F0AVW4C5,Laptop,Clothing,Product_632I7,256.21,39,2,20x5x11 cm,2023-01-01,2026-01-01,WIM0ZW,"7GZ,N0O",Red/Small,5
PPDH6WXI,Monitor,Clothing,Product_JYUP2,135.97,18,2,17x8x20 cm,2023-03-15,2025-01-01,1SRQ52,"632,CJM",Red/Small,1
2FKL0PY4,Monitor,Electronics,Product_CZ61S,136.15,60,2,7x18x8 cm,2023-07-30,2026-01-01,X49PJ3,"W41,W4C",Blue/Medium,4
